,Unnamed: 0,path,label,laplacian,gradient_magnitude,frequency_based,edge_based,height,widths
36,36,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_11000.jpg,1,407.672753755527,11.897354638985288,2473.1736201884023,3.015673828125,640,480
37,37,fin_dataset_last/blur/train/M240TP799_CH0820211206141530_11000.jpg,1,524.3618282545299,13.181362722740982,2650.506219088088,2.587353515625,640,480
38,38,fin_dataset_last/blur/train/M240TP799_CH0820211206183006_3500.jpg,1,331.828165196726,12.56340387842925,2749.3954808434246,3.344384765625,640,480
39,39,fin_dataset_last/blur/train/M240TP799_CH0820211206183006_7000.jpg,1,401.3672189394528,10.076239815073276,2426.8415501873624,2.596484375,640,480
40,40,fin_dataset_last/blur/train/M240TP799_CH0820211206093009_10500.jpg,1,405.1892267733149,15.551749319844747,2862.2324852083025,4.323046875,640,480
41,41,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_20500.jpg,1,529.2825994947643,11.642059111419629,2646.991238238972,2.688623046875,640,480
42,42,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_19500.jpg,1,959.3573981811104,22.45388248070862,2968.8384498458186,5.449462890625,640,480
43,43,fin_dataset_last/blur/train/M240TP799_CH0820211206141530_19500.jpg,1,650.0589601803993,14.479306449649656,2725.3950133608646,2.662890625,640,480
44,44,fin_dataset_last/blur/train/M240TP799_CH0820211206210452_5500.jpg,1,558.3102330525294,13.048450417653047,2829.009618901593,2.929345703125,640,480
45,45,fin_dataset_last/blur/train/M240TP799_CH0820211206210452_1000.jpg,1,522.5458956450992,12.735582166096314,2805.7319383714275,2.755859375,640,480
46,46,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_0.jpg,1,428.19503333532543,11.459746834714046,2499.955063036561,2.582373046875,640,480
47,47,fin_dataset_last/blur/train/M240TP799_CH0820211206113930_2500.jpg,1,500.31936251957165,12.896261255116478,2651.8295644629898,2.856298828125,640,480
48,48,fin_dataset_last/blur/train/M240TP799_CH0820211206113930_6000.jpg,1,556.6946797932943,13.150398138139533,2760.24230075508,2.849658203125,640,480
49,49,fin_dataset_last/blur/train/M240TP799_CH0820211206094259_1000.jpg,1,412.1391384729915,12.820263487738163,2563.4251760719567,3.2240234375,640,480
50,50,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_1000.jpg,1,384.8400104674868,11.405529757659258,2552.0069268387256,2.741748046875,640,480
51,51,fin_dataset_last/blur/train/M240TP799_CH0820211206171530_13000.jpg,1,520.0991978581746,15.804915390964767,3431.633307286566,5.05517578125,640,480
52,52,fin_dataset_last/blur/train/M240TP799_CH0820211206214532_1000.jpg,1,386.3971594245805,12.109375834921936,2738.1636235499973,3.065478515625,640,480
53,53,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_13000.jpg,1,403.1415125256751,11.43502529084284,2446.2922459008555,2.5865234375,640,480
54,54,fin_dataset_last/blur/train/M240TP799_CH0820211206171530_17500.jpg,1,625.7884549954626,17.924527240416765,3933.150066601423,6.52109375,640,480
55,55,fin_dataset_last/blur/train/M240TP799_CH0820211206214532_5500.jpg,1,410.8533936074149,12.248681299518504,2806.739028062852,3.098681640625,640,480
56,56,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_17500.jpg,1,440.10400148517823,12.35867038465242,2653.334098939002,2.580712890625,640,480
57,57,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_18500.jpg,1,479.4016688632541,10.977881244499388,2595.07002928525,3.063818359375,640,480
58,58,fin_dataset_last/blur/train/M240TP799_CH0820211206091529_19000.jpg,1,424.8686316459551,15.456697745670128,2826.7598816411696,4.343798828125,640,480
59,59,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_8500.jpg,1,416.5849892359311,10.998369120663147,2470.5414287265794,2.55498046875,640,480
60,60,fin_dataset_last/blur/train/M240TP799_CH0820211206121530_20000.jpg,1,475.6467563596937,13.981351636404847,2678.6060106635127,2.57490234375,640,480
61,61,fin_dataset_last/blur/train/M240TP799_CH0820211206100019_14000.jpg,1,452.4609553262923,13.846177804915245,2595.770220093242,2.678662109375,640,480
62,62,fin_dataset_last/blur/train/M240TP799_CH0820211206150010_20500.jpg,1,481.3999893098514,14.035871634498026,2593.3032669856407,2.589013671875,640,480
63,63,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_15000.jpg,1,379.67596054378095,11.844007250440484,2622.309358557345,2.82392578125,640,480
64,64,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_11500.jpg,1,388.2661003133031,11.94283309347231,2601.740846468565,2.851318359375,640,480
65,65,fin_dataset_last/blur/train/M240TP799_CH0820211206140010_0.jpg,1,604.7841892199098,13.3835693570755,2698.1843217189453,2.720166015625,640,480
66,66,fin_dataset_last/blur/train/M240TP799_CH0820211206164530_8500.jpg,1,333.5289268001556,13.385370333233878,2627.930220289901,3.125244140625,640,480
67,67,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_20500.jpg,1,621.4478356549477,12.757644921250169,2636.803027827406,2.680322265625,640,480
68,68,fin_dataset_last/blur/train/M240TP799_CH0820211206110035_19500.jpg,1,540.3379144757482,12.18529155372324,2570.651487847148,2.625537109375,640,480
69,69,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_4500.jpg,1,465.3763264454735,12.50820299758673,2578.4716548366137,2.574072265625,640,480
70,70,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_10500.jpg,1,387.8321521591188,11.148124833936429,2529.20783401169,2.769970703125,640,480
71,71,fin_dataset_last/blur/train/M240TP799_CH0820211206224532_500.jpg,1,552.4295441690126,15.938552104452691,3431.5480385643355,6.5078125,640,480
72,72,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_14000.jpg,1,388.9470831705305,11.396072303726504,2562.3235313853365,2.82890625,640,480
73,73,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_3500.jpg,1,510.3086792434585,14.089479416161952,2837.991583927771,2.949267578125,640,480
74,74,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_7000.jpg,1,495.4959731440118,13.145755781072111,2673.1867640503583,2.60146484375,640,480
75,75,fin_dataset_last/blur/train/M240TP799_CH0820211206120010_10000.jpg,1,387.0810333760583,11.118920234776631,2469.8253711036014,2.64130859375,640,480
76,76,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_20500.jpg,1,393.0724774283411,12.109140955315851,2876.430806577532,3.566015625,640,480
77,77,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_13000.jpg,1,355.5256621228431,13.601204931239636,2608.4014715848784,3.799267578125,640,480
78,78,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_21500.jpg,1,373.0277666915787,13.746598027531144,2859.494079830235,3.7419921875,640,480
79,79,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_10500.jpg,1,528.1663407048542,16.212480998198263,3404.203013587501,4.626025390625,640,480
80,80,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_3000.jpg,1,433.48998807185495,12.960063601153934,2640.3048097690826,2.77412109375,640,480
81,81,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_14000.jpg,1,438.0690555418228,13.614160714649318,2969.8494025103664,3.844091796875,640,480
82,82,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_7500.jpg,1,453.5204484251232,11.711937636570608,2578.541959112656,2.6529296875,640,480
83,83,fin_dataset_last/blur/train/M240TP799_CH0820211206171530_0.jpg,1,439.2858534619544,14.550600461757076,3008.514973551541,4.3861328125,640,480
84,84,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_18000.jpg,1,399.0476090452408,11.120174516564616,2527.5300597364703,2.69111328125,640,480
85,85,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_13500.jpg,1,417.6550068399642,12.28399801082874,2799.8818116964,3.409130859375,640,480
86,86,fin_dataset_last/blur/train/M240TP799_CH0820211206110035_15500.jpg,1,548.3391875243186,13.073955385013573,2562.4547621634124,2.660400390625,640,480
87,87,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_8500.jpg,1,414.57714286956775,11.4531060569072,2487.378030586217,2.597314453125,640,480
88,88,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_17000.jpg,1,414.1471802764468,13.50087612381851,2807.2419457483784,3.614990234375,640,480
89,89,fin_dataset_last/blur/train/M240TP799_CH0820211206164530_4500.jpg,1,364.3352510319921,11.52991452003643,2581.292356254816,2.99990234375,640,480
90,90,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_11500.jpg,1,513.0625884548188,11.99873202431245,2552.592038313227,2.60810546875,640,480
91,91,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_15000.jpg,1,567.0693286931362,14.854692530596337,2889.0596437407307,3.21572265625,640,480
92,92,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_18000.jpg,1,469.39505185418665,16.634764522713763,3511.6067717970536,5.3390625,640,480
93,93,fin_dataset_last/blur/train/M240TP799_CH0820211206223012_4500.jpg,1,744.9855356902972,25.4132812733658,3849.054431086895,10.683935546875,640,480
94,94,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_17000.jpg,1,351.7974839896203,11.983609929597296,2737.1508547268177,3.196630859375,640,480
95,95,fin_dataset_last/blur/train/M240TP799_CH0820211206234528_2000.jpg,1,489.4468171169599,13.512563555414276,3093.627414387892,4.277392578125,640,480
96,96,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_4500.jpg,1,749.9464459411199,19.826418485221502,2880.1033628409714,5.381396484375,640,480
97,97,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_19000.jpg,1,384.4533115908199,11.725508410943029,2589.7670978266838,2.751708984375,640,480
98,98,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_16000.jpg,1,504.3308682708317,11.185877942475354,2549.399281775273,2.638818359375,640,480
99,99,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_12500.jpg,1,501.3498459980857,11.50148432748901,2534.619197394357,2.63798828125,640,480
100,100,fin_dataset_last/blur/train/M240TP799_CH0820211206100019_18000.jpg,1,433.5683039703264,11.74749457907848,2463.678092209408,2.640478515625,640,480
101,101,fin_dataset_last/blur/train/M240TP799_CH0820211206154530_3500.jpg,1,404.2953708656205,12.505481602373834,2730.581922585213,3.014013671875,640,480
102,102,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_8000.jpg,1,384.3379988905165,11.61795699065489,2776.048006426223,3.218212890625,640,480
103,103,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_21000.jpg,1,528.1302325337304,13.832726899596343,3058.269402349862,4.24833984375,640,480
104,104,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_15500.jpg,1,798.0732785152437,18.60916364620416,3480.5598901098274,6.7369140625,640,480
105,105,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_10500.jpg,1,491.9630261433813,12.604793616961542,2609.9802697615432,2.795703125,640,480
106,106,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_11000.jpg,1,597.96868750711,16.433925903348914,3238.776901940589,5.919287109375,640,480
107,107,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_14000.jpg,1,491.65417426855305,12.145142177383535,2561.090282415032,2.728466796875,640,480
108,108,fin_dataset_last/blur/train/M240TP799_CH0820211206233008_12000.jpg,1,509.7040951279958,13.898808891154244,3100.238831517175,3.981884765625,640,480
109,109,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_5000.jpg,1,564.3021189051204,12.169689053112016,2645.1615281498857,2.743408203125,640,480
110,110,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_1500.jpg,1,500.6623004353419,11.264699277910594,2524.803282070332,2.67783203125,640,480
111,111,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_11000.jpg,1,412.77813749169246,12.4685258775682,2833.506727111502,3.487158203125,640,480
112,112,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_7000.jpg,1,508.7667723324989,12.025211564675097,2575.5383321746403,2.618896484375,640,480
113,113,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_15500.jpg,1,496.49293488498256,14.331902035078048,2980.0128331726555,3.472216796875,640,480
114,114,fin_dataset_last/blur/train/M240TP799_CH0820211206120010_9000.jpg,1,479.6652545226946,12.103743764156336,2555.3503896254483,2.66787109375,640,480
115,115,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_3500.jpg,1,450.482712751219,10.778481264253804,2499.029440429175,2.545849609375,640,480
116,116,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_21000.jpg,1,588.0125346596611,12.73688345361228,2833.814732805501,3.30537109375,640,480
117,117,fin_dataset_last/blur/train/M240TP799_CH0820211206214532_0.jpg,1,426.5319842773016,11.617946126801472,2705.7268985621768,3.05966796875,640,480
118,118,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_20000.jpg,1,539.8969438730451,12.8994526557404,2666.401622246488,2.750048828125,640,480
119,119,fin_dataset_last/blur/train/M240TP799_CH0820211206121530_1500.jpg,1,432.24152789000414,11.791017747160856,2522.069059352172,2.662890625,640,480
120,120,fin_dataset_last/blur/train/M240TP799_CH0820211206121530_5000.jpg,1,543.7212446180555,13.345741821882845,2697.559377286668,2.5533203125,640,480
121,121,fin_dataset_last/blur/train/M240TP799_CH0820211206111524_3000.jpg,1,505.9336940929732,12.00634896129249,2551.8647216464533,2.6064453125,640,480
122,122,fin_dataset_last/blur/train/M240TP799_CH0820211206111524_7500.jpg,1,361.37519004614114,11.7690280818378,2464.8041801174068,2.595654296875,640,480
123,123,fin_dataset_last/blur/train/M240TP799_CH0820211206120010_1500.jpg,1,437.88695190086366,12.52880037279012,2614.161476706222,3.706298828125,640,480
124,124,fin_dataset_last/blur/train/M240TP799_CH0820211206120010_5000.jpg,1,462.7626261728499,10.789309362349597,2433.489855850368,2.6130859375,640,480
125,125,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_19500.jpg,1,427.54222421517903,11.317983984781522,2705.5558423470598,3.394189453125,640,480
126,126,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_7500.jpg,1,436.6770355516964,14.474312539091107,3099.5263714108737,4.370361328125,640,480
127,127,fin_dataset_last/blur/train/M240TP799_CH0820211206100019_22000.jpg,1,429.9718288736872,13.954894516754564,2642.318390687225,2.932666015625,640,480
128,128,fin_dataset_last/blur/train/M240TP799_CH0820211206174529_7000.jpg,1,387.5501116534764,11.621327337393325,2756.2419989808905,3.259716796875,640,480
129,129,fin_dataset_last/blur/train/M240TP799_CH0820211206231848_6500.jpg,1,387.3167010649681,11.88026902015558,2695.65947150706,3.706298828125,640,480
130,130,fin_dataset_last/blur/train/M240TP799_CH0820211206231848_2000.jpg,1,364.9479506623904,13.13503341191302,2901.745323040902,4.284033203125,640,480
131,131,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_12000.jpg,1,617.9038846858977,12.61688143551082,2690.4250083562374,2.6994140625,640,480
132,132,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_16500.jpg,1,605.9201717027028,12.79602807726094,2671.272556502051,2.706884765625,640,480
133,133,fin_dataset_last/blur/train/M240TP799_CH0820211206210019_3000.jpg,1,428.51243322108576,11.151566939150184,2612.0246932232685,2.90029296875,640,480
134,134,fin_dataset_last/blur/train/M240TP799_CH0820211206111524_10500.jpg,1,472.87835345576616,12.385096889250487,2546.650394360986,2.71435546875,640,480
135,135,fin_dataset_last/blur/train/M240TP799_CH0820211206150010_1500.jpg,1,422.48708102110754,12.96229181662418,2556.102430345184,2.627197265625,640,480
136,136,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_13000.jpg,1,384.0056487297906,12.414785258299345,2804.8102306158244,3.510400390625,640,480
137,137,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_22000.jpg,1,359.66882525973847,13.230828244600383,2985.496146951492,3.759423828125,640,480
138,138,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_17500.jpg,1,404.334660090118,11.202397798325924,2672.244214642848,3.28544921875,640,480
139,139,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_9000.jpg,1,319.9699653154903,10.443467732086852,2441.3593265423365,2.685302734375,640,480
140,140,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_12000.jpg,1,421.0550566690658,11.469722820117424,2656.407984012345,2.793212890625,640,480
141,141,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_19500.jpg,1,846.743065093316,19.683655855178657,3618.7064417437514,7.619287109375,640,480
142,142,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_18000.jpg,1,465.4248213662042,11.28448764127606,2523.2681127648084,2.698583984375,640,480
143,143,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_2000.jpg,1,468.5979159206391,11.99819491660344,2535.599711440009,2.62138671875,640,480
144,144,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_21500.jpg,1,586.7616783108075,14.24271800595902,2903.254864243454,2.726806640625,640,480
145,145,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_6500.jpg,1,411.6228955568843,11.641795127739718,2467.4410336884384,3.15263671875,640,480
146,146,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_0.jpg,1,594.3086024642943,12.183539970776687,2612.7283479402768,2.701904296875,640,480
147,147,fin_dataset_last/blur/train/M240TP799_CH0820211206234528_4500.jpg,1,545.1839028906818,12.873831667040871,2927.1849700128564,3.868994140625,640,480
148,148,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_15000.jpg,1,366.381037449042,11.756199766108038,2682.949276058068,2.577392578125,640,480
149,149,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_11500.jpg,1,559.5136393915708,15.45862752133431,2907.435635452905,3.032275390625,640,480
150,150,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_14000.jpg,1,504.173986631224,11.2578744303583,2528.3190855325347,2.6064453125,640,480
151,151,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_9500.jpg,1,406.43201710000574,11.168726029879048,2505.3939123433165,2.609765625,640,480
152,152,fin_dataset_last/blur/train/M240TP799_CH0820211206164530_6500.jpg,1,686.4680553358289,15.566232983741587,3092.0093815631503,2.823095703125,640,480
153,153,fin_dataset_last/blur/train/M240TP799_CH0820211206164530_2000.jpg,1,310.2439371083153,11.986717236441493,2688.469053367048,2.932666015625,640,480
154,154,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_13500.jpg,1,571.2449065762729,12.38342502066144,2627.068515974629,3.015673828125,640,480
155,155,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_17000.jpg,1,549.4313736750179,12.200380176190254,2640.835234315048,2.7126953125,640,480
156,156,fin_dataset_last/blur/train/M240TP799_CH0820211206110035_17500.jpg,1,586.3057222757972,12.589141361156022,2620.5371308884933,2.5765625,640,480
157,157,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_11500.jpg,1,354.4183520769651,9.63022607837254,2456.822992576989,2.652099609375,640,480
158,158,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_15000.jpg,1,414.8968373307545,12.00432613248808,2576.5627336975367,2.74921875,640,480
159,159,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_20000.jpg,1,519.1592274835268,11.811423838230358,2587.6940354041544,2.59814453125,640,480
160,160,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_9000.jpg,1,475.42754963810177,12.246230087308987,2602.588747532308,2.763330078125,640,480
161,161,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_21500.jpg,1,825.3499623411391,21.456510822838887,3626.89701400451,7.58359375,640,480
162,162,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_9500.jpg,1,435.9416808081309,11.288907542735828,2509.392642362722,2.68115234375,640,480
163,163,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_6500.jpg,1,515.3712794578445,10.772834456347889,2534.098119228325,2.662060546875,640,480
164,164,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_19000.jpg,1,395.05883986473054,11.24733698648901,2646.917522897249,2.756689453125,640,480
165,165,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_16000.jpg,1,387.6598266899956,10.99427173042953,2503.0336939007416,2.69775390625,640,480
166,166,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_11000.jpg,1,407.9002878094885,14.256959551393315,2697.7763916558456,3.4166015625,640,480
167,167,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_12500.jpg,1,470.8819494882797,14.383440364638997,2982.6420896932523,3.731201171875,640,480
168,168,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_1000.jpg,1,633.1483433935801,13.774628050661352,2669.1551049926315,2.650439453125,640,480
169,169,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_15500.jpg,1,330.1724495582472,11.124751321401082,2567.185507527245,2.750048828125,640,480
170,170,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_16000.jpg,1,524.8137901909722,18.65877360941857,3677.068783729641,6.15751953125,640,480
171,171,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_5500.jpg,1,437.1469340504539,11.120253292782255,2464.4208552740806,2.60146484375,640,480
172,172,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_22500.jpg,1,558.7689624175601,13.219415908617634,2864.7827689022783,3.007373046875,640,480
173,173,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_1500.jpg,1,565.7178096387121,11.612043307831089,2562.134391629099,2.587353515625,640,480
174,174,fin_dataset_last/blur/train/M240TP799_CH0820211206103237_5000.jpg,1,509.10923440615375,14.51030552425702,2836.756733246539,3.46474609375,640,480
175,175,fin_dataset_last/blur/train/M240TP799_CH0820211206234528_8500.jpg,1,388.7997915653546,11.699884334095854,2573.9221332909806,3.5328125,640,480
176,176,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_19000.jpg,1,496.075166937256,12.416110795454308,2976.2351009975023,3.279638671875,640,480
177,177,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_5500.jpg,1,393.8487105549708,13.413291530160894,2652.6376430240557,2.590673828125,640,480
178,178,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_500.jpg,1,559.1756284329626,13.984077465774924,2969.2569920836827,3.97275390625,640,480
179,179,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_18000.jpg,1,477.927861376434,11.932992667189655,2576.600019215552,2.672021484375,640,480
