,path,label,laplacian,laplacian_ms,gradient_magnitude,gradient_magnitude_ms,frequency_based_numpy,frequency_based_numpy_ms,frequency_based_numba,frequency_based_numba_ms,frequency_based_scipy,frequency_based_scipy_ms,edge_based,edge_based_ms,height,widths
11,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_17500.jpg,1,403.8662458919526,1.3971328735351562,11.16956418391014,2.925872802734375,2670.0641331124057,6.216764450073242,2670.064133112434,8.130788803100586,7.339911038507164,6.454706192016602,3.282958984375,0.5316734313964844,640,480
12,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_9500.jpg,1,435.4048448706308,1.4252662658691406,11.205886996416627,3.034830093383789,2506.9058793685754,6.002664566040039,2506.9058793685886,8.202791213989258,7.302492701957002,6.785392761230469,2.6828125,0.5009174346923828,640,480
13,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_13500.jpg,1,394.7591670777957,1.4464855194091797,11.20950435904492,3.084421157836914,2524.3657146878813,5.853414535522461,2524.365714687953,8.617401123046875,7.276992269134953,6.1130523681640625,2.648779296875,0.4858970642089844,640,480
14,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_14500.jpg,1,389.52582872310205,1.3420581817626953,11.614038678893783,2.8486251831054688,2583.7338938213625,6.466150283813477,2583.7338938213197,8.395910263061523,7.318112493909928,6.105661392211914,2.794873046875,0.4985332489013672,640,480
15,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_19000.jpg,1,383.76055011795876,1.3818740844726562,11.618194304627572,2.876758575439453,2586.6272068381677,6.29734992980957,2586.62720683813,8.085250854492188,7.313668299396709,6.455898284912109,2.769140625,0.51116943359375,640,480
16,fin_dataset_last/blur/train/M240TP799_CH0820211206113930_1500.jpg,1,555.7901922106319,1.4307498931884766,11.453845339238626,2.954721450805664,2629.332352120378,5.934715270996094,2629.3323521203365,8.270025253295898,7.296597798702229,7.142305374145508,2.735107421875,0.49614906311035156,640,480
17,fin_dataset_last/blur/train/M240TP799_CH0820211206173010_18000.jpg,1,379.6195846835667,1.5115737915039062,12.958855826658088,3.451824188232422,2721.0421097025073,5.909442901611328,2721.042109702535,8.624553680419922,7.329020501625358,6.170988082885742,3.5328125,0.5400180816650391,640,480
18,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_500.jpg,1,508.0473076260782,1.4805793762207031,10.222179023856848,2.9201507568359375,2484.5477050808017,7.135152816772461,2484.5477050808327,8.981704711914062,7.261566162615219,6.282329559326172,2.62138671875,0.4928112030029297,640,480
19,fin_dataset_last/blur/train/M240TP799_CH0820211206220012_8000.jpg,1,495.63570019323555,1.3802051544189453,14.665453176539701,2.9802322387695312,3081.811538808072,6.7386627197265625,3081.8115388081205,8.410215377807617,7.476387089602045,6.222009658813477,3.59423828125,0.55694580078125,640,480
20,fin_dataset_last/blur/train/M240TP799_CH0820211206131530_5500.jpg,1,425.84903066978455,1.461029052734375,11.900216605374483,2.875804901123047,2540.872022213173,5.924463272094727,2540.872022213225,8.196830749511719,7.281283817679573,6.879568099975586,2.628857421875,0.5068778991699219,640,480
21,fin_dataset_last/blur/train/M240TP799_CH0820211206210452_6000.jpg,1,685.5472253837477,1.5642642974853516,13.938199425284692,2.9871463775634766,2931.1809309188234,5.815982818603516,2931.1809309187765,8.360147476196289,7.320090264572584,6.653785705566406,2.9052734375,0.5033016204833984,640,480
22,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_4000.jpg,1,467.66146518109656,1.354217529296875,12.198461567398983,3.3953189849853516,2586.370951062573,5.921125411987305,2586.370951062586,8.510112762451172,7.293784605237274,6.062984466552734,2.570751953125,0.5176067352294922,640,480
23,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_7000.jpg,1,487.2029284381442,1.4374256134033203,12.612831630857096,2.8090476989746094,2583.608125018499,6.761074066162109,2583.608125018531,10.015726089477539,7.277582051542097,6.481647491455078,2.888671875,0.4642009735107422,640,480
24,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_15000.jpg,1,441.3689338250796,1.4996528625488281,12.844384582314785,2.8853416442871094,2659.256207484322,6.735086441040039,2659.2562074843177,8.333206176757812,7.309186403303595,6.415128707885742,2.950927734375,0.6012916564941406,640,480
25,fin_dataset_last/blur/train/M240TP799_CH0820211206173010_20500.jpg,1,486.6405822681746,1.397848129272461,16.200663061132403,3.0107498168945312,3068.073059263743,5.867958068847656,3068.073059263801,8.101224899291992,7.326715970844256,6.821393966674805,4.08896484375,0.5178451538085938,640,480
26,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_4000.jpg,1,399.6334938269296,1.5075206756591797,12.719547765100069,2.983570098876953,2820.175933277452,5.922794342041016,2820.175933277421,8.428573608398438,7.3868935759683865,6.685018539428711,3.28544921875,0.5488395690917969,640,480
27,fin_dataset_last/blur/train/M240TP799_CH0820211206144530_500.jpg,1,470.8081156705114,1.3582706451416016,10.451072884319107,3.080129623413086,2477.2547408433306,5.954504013061523,2477.254740843382,8.50677490234375,7.272631211539904,6.232738494873047,2.53505859375,0.5056858062744141,640,480
28,fin_dataset_last/blur/train/M240TP799_CH0820211206171530_10500.jpg,1,477.1358438557941,1.3747215270996094,15.625823587336965,2.902984619140625,3277.6573109415544,6.424665451049805,3277.6573109415262,8.401155471801758,7.542747044037596,6.339550018310547,4.90908203125,0.5257129669189453,640,480
29,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_8500.jpg,1,605.3638289591046,1.3995170593261719,12.823093503911348,3.0107498168945312,2639.0513549085713,5.96165657043457,2639.051354908634,8.167505264282227,7.288289441856817,6.661415100097656,2.690283203125,0.5164146423339844,640,480
30,fin_dataset_last/blur/train/M240TP799_CH0820211206111524_7000.jpg,1,421.24154312540685,1.6672611236572266,11.622418310654965,3.1228065490722656,2563.041022391266,6.695270538330078,2563.041022391248,9.002208709716797,7.292287167369353,7.787227630615234,2.58486328125,0.4811286926269531,640,480
31,fin_dataset_last/blur/train/M240TP799_CH0820211206154530_13000.jpg,1,379.3801333808794,1.6858577728271484,11.819973052040066,3.129243850708008,2610.0597875002222,5.853176116943359,2610.0597875002018,8.634090423583984,7.32700756166915,6.5860748291015625,2.862109375,0.49376487731933594,640,480
32,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_9500.jpg,1,432.14292866557446,1.354217529296875,11.815314911875497,3.1812191009521484,2707.0266059607375,5.917072296142578,2707.0266059608025,9.242534637451172,7.339304226968285,6.191730499267578,3.299560546875,0.5214214324951172,640,480
33,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_9000.jpg,1,383.65698250257697,1.4221668243408203,12.132741402603237,2.9773712158203125,2534.6350715415206,6.467103958129883,2534.6350715415333,8.462905883789062,7.285463078674508,6.362199783325195,2.605615234375,0.4887580871582031,640,480
34,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_17500.jpg,1,392.319807766342,1.516580581665039,11.49694153485768,2.9332637786865234,2550.979553579056,6.271839141845703,2550.9795535791254,8.527278900146484,7.309419953827105,6.520986557006836,2.733447265625,0.5352497100830078,640,480
35,fin_dataset_last/blur/train/M240TP799_CH0820211206150010_1500.jpg,1,421.6688829141828,1.4214515686035156,12.865149990372656,2.964019775390625,2552.386271784493,5.891323089599609,2552.3862717845004,8.235454559326172,7.286061358661973,6.679058074951172,2.628857421875,0.5023479461669922,640,480
36,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_21500.jpg,1,610.5773594114512,1.4758110046386719,12.969958753504288,3.038644790649414,2839.6511658905956,6.172657012939453,2839.6511658906106,8.42428207397461,7.342365501267351,6.444215774536133,3.3203125,0.5862712860107422,640,480
37,fin_dataset_last/blur/train/M240TP799_CH0820211206183006_500.jpg,1,357.4035439721744,1.4352798461914062,10.703900264166617,3.0999183654785156,2470.683630489061,6.08062744140625,2470.6836304889994,8.701324462890625,7.276454626272897,6.279706954956055,2.9185546875,0.48661231994628906,640,480
38,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_1000.jpg,1,511.1089849405818,1.3892650604248047,12.829159683678101,3.0040740966796875,2666.644951508885,6.472349166870117,2666.6449515088593,8.453845977783203,7.30636465854792,6.315946578979492,2.647119140625,0.52642822265625,640,480
39,fin_dataset_last/blur/train/M240TP799_CH0820211206121530_6000.jpg,1,473.0766626474592,1.402139663696289,14.059140891689816,2.9370784759521484,2662.759401182436,5.819559097290039,2662.7594011825076,7.96961784362793,7.284038667465022,6.61778450012207,2.72431640625,0.5178451538085938,640,480
40,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_13000.jpg,1,391.41894307454425,1.6071796417236328,11.041069493264006,2.9036998748779297,2701.270705252321,5.829334259033203,2701.2707052523233,8.333921432495117,7.386261060141357,6.639957427978516,3.39501953125,0.5154609680175781,640,480
41,fin_dataset_last/blur/train/M240TP799_CH0820211206100019_21500.jpg,1,458.60526625633247,1.4073848724365234,13.787439737001959,3.2248497009277344,2716.158551179244,5.981683731079102,2716.158551179236,8.529424667358398,7.316900842031291,6.255865097045898,2.96171875,0.5023479461669922,640,480
42,fin_dataset_last/blur/train/M240TP799_CH0820211206093009_10000.jpg,1,410.68039299515624,1.3861656188964844,15.330712509153509,2.9218196868896484,2895.0173067261967,6.548166275024414,2895.017306726184,8.230447769165039,7.395333351412967,6.181240081787109,4.629345703125,0.5733966827392578,640,480
43,fin_dataset_last/blur/train/M240TP799_CH0820211206210019_4500.jpg,1,450.45034725189197,1.4028549194335938,11.216649246065732,2.9115676879882812,2597.3757370121584,5.838632583618164,2597.375737012065,8.138656616210938,7.277359232684318,6.847143173217773,2.93349609375,0.5388259887695312,640,480
44,fin_dataset_last/blur/train/M240TP799_CH0820211206181526_19000.jpg,1,460.6863692965083,1.5285015106201172,14.253769989945525,2.9861927032470703,2886.789376602672,5.884408950805664,2886.7893766026655,8.336305618286133,7.388103171199674,6.790637969970703,3.900537109375,0.530242919921875,640,480
45,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_1000.jpg,1,509.55125764184487,1.4410018920898438,13.843109733740166,3.844022750854492,3169.459793083109,6.13093376159668,3169.459793083141,8.602380752563477,7.4804956843019745,6.561040878295898,4.921533203125,0.5238056182861328,640,480
46,fin_dataset_last/blur/train/M240TP799_CH0820211206164530_0.jpg,1,546.4113606426557,1.4202594757080078,13.306989364050118,2.9053688049316406,3002.5204543538202,6.341695785522461,3002.5204543537857,8.288383483886719,7.423900436893731,6.244421005249023,4.25166015625,0.5218982696533203,640,480
47,fin_dataset_last/blur/train/M240TP799_CH0820211206113930_500.jpg,1,598.2659110391828,1.4023780822753906,11.835146062928048,2.934694290161133,2580.3712910276126,6.030559539794922,2580.371291027604,8.097171783447266,7.28251743398236,6.437540054321289,2.608935546875,0.5514621734619141,640,480
48,fin_dataset_last/blur/train/M240TP799_CH0820211206104518_7500.jpg,1,476.0342700708072,1.569509506225586,10.969716985782823,2.997875213623047,2531.3210042059864,5.78761100769043,2531.3210042059927,8.089065551757812,7.2698702868401615,6.675481796264648,2.575732421875,0.5259513854980469,640,480
49,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_11000.jpg,1,383.9625294443342,1.4307498931884766,10.945770872230646,2.999544143676758,2488.493958007962,5.875825881958008,2488.4939580079467,8.256673812866211,7.285647095224309,6.139993667602539,2.741748046875,0.5030632019042969,640,480
50,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_5500.jpg,1,409.17758534612653,1.3844966888427734,13.535875452949217,2.8405189514160156,2599.7464129033206,6.450414657592773,2599.74641290331,8.529186248779297,7.314239318191908,6.213188171386719,3.06962890625,0.5314350128173828,640,480
51,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_8500.jpg,1,483.78504961945225,1.51824951171875,13.280625872683943,2.8963088989257812,2823.580560239313,6.194591522216797,2823.580560239329,8.026123046875,7.397897049216708,6.73365592956543,3.3767578125,0.5254745483398438,640,480
52,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_20000.jpg,1,391.2442540607029,1.5149116516113281,12.462359354276048,2.8884410858154297,2843.558342454982,5.7506561279296875,2843.558342454951,8.013725280761719,7.373625044534081,7.242679595947266,3.706298828125,0.5037784576416016,640,480
53,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_22000.jpg,1,528.9477763870132,1.607656478881836,11.513897784931345,3.2417774200439453,2669.9921728504296,5.70225715637207,2669.992172850408,8.535146713256836,7.305221570646383,6.127595901489258,2.71767578125,0.4870891571044922,640,480
54,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_15000.jpg,1,390.3053157591818,1.3532638549804688,11.391001571044425,2.958536148071289,2720.9915936734337,6.266593933105469,2720.9915936734615,8.517265319824219,7.355652343243294,6.30950927734375,3.18583984375,0.49757957458496094,640,480
55,fin_dataset_last/blur/train/M240TP799_CH0820211206133010_16000.jpg,1,511.57589928053727,1.4088153839111328,12.135168884967602,2.971649169921875,2560.200217979486,6.014347076416016,2560.200217979503,8.136749267578125,7.280327343778455,6.522893905639648,2.6662109375,0.5154609680175781,640,480
56,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_19500.jpg,1,426.6286362167358,1.6605854034423828,12.90601307118354,2.933979034423828,2925.617209921968,5.993127822875977,2925.6172099219734,8.232593536376953,7.359997441795567,7.117033004760742,3.67890625,0.5233287811279297,640,480
57,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_15500.jpg,1,496.1995260013898,1.5416145324707031,14.287393715925385,3.166675567626953,2977.9804254480605,5.824804306030273,2977.980425448144,8.739471435546875,7.343867269951505,6.6432952880859375,3.70712890625,0.5068778991699219,640,480
58,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_2500.jpg,1,463.639860970974,1.369476318359375,13.121723343974597,2.839803695678711,2700.9428101041763,6.737947463989258,2700.942810104154,8.635759353637695,7.301677469814152,6.110429763793945,2.875390625,0.5211830139160156,640,480
59,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_500.jpg,1,359.32953605139,1.443624496459961,11.641164938459026,2.8274059295654297,2568.960687524844,6.946802139282227,2568.960687524877,8.605241775512695,7.320064369821839,7.453680038452148,2.9916015625,0.5171298980712891,640,480
60,fin_dataset_last/blur/train/M240TP799_CH0820211206233008_3000.jpg,1,491.0523070861393,1.451253890991211,14.553197405497297,2.8421878814697266,3192.425563632698,6.022214889526367,3192.425563632745,8.036375045776367,7.475568055244171,7.103919982910156,4.243359375,0.5331039428710938,640,480
61,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_20500.jpg,1,620.6717785129123,1.5764236450195312,12.655882018685254,2.930879592895508,2634.013577220854,5.763769149780273,2634.013577220751,8.147716522216797,7.292033620360583,7.011651992797852,2.685302734375,0.5085468292236328,640,480
62,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_5000.jpg,1,502.6990064879947,1.535654067993164,11.631617171802889,3.381967544555664,2570.636964077499,5.895376205444336,2570.636964077563,8.649587631225586,7.2938245585472,6.166696548461914,2.715185546875,0.5083084106445312,640,480
63,fin_dataset_last/blur/train/M240TP799_CH0820211206094539_1000.jpg,1,417.1207862343682,1.4157295227050781,12.977156593295739,2.8829574584960938,2580.1722576064158,6.47735595703125,2580.1722576063676,8.664846420288086,7.3175011325399675,6.263256072998047,3.050537109375,0.5075931549072266,640,480
64,fin_dataset_last/blur/train/M240TP799_CH0820211206210452_7500.jpg,1,424.4436314885458,1.3904571533203125,11.37717331756883,2.9358863830566406,2616.015753974198,6.528377532958984,2616.0157539742368,8.48841667175293,7.334181730638731,6.444454193115234,3.0447265625,0.5342960357666016,640,480
65,fin_dataset_last/blur/train/M240TP799_CH0820211206120010_5000.jpg,1,462.1460740038447,1.4786720275878906,10.688302600706724,2.857208251953125,2430.5131626474563,5.961418151855469,2430.5131626473985,8.445501327514648,7.2725516552761515,7.840156555175781,2.615576171875,0.9710788726806641,640,480
66,fin_dataset_last/blur/train/M240TP799_CH0820211206131530_16500.jpg,1,449.86116654251964,1.7516613006591797,12.665666648426592,3.0040740966796875,2692.8603812882902,5.985498428344727,2692.8603812882207,9.36269760131836,7.297901571529991,7.309675216674805,2.574072265625,0.48470497131347656,640,480
67,fin_dataset_last/blur/train/M240TP799_CH0820211206151530_5000.jpg,1,563.8887012528736,1.7116069793701172,12.10623159572073,3.3578872680664062,2643.074540749486,6.350994110107422,2643.0745407495588,9.409189224243164,7.285866601981863,8.619070053100586,2.7458984375,0.5061626434326172,640,480
68,fin_dataset_last/blur/train/M240TP799_CH0820211206223012_13000.jpg,1,794.6181353248489,1.7538070678710938,18.838985398417176,3.2165050506591797,3501.971620844743,6.2923431396484375,3501.9716208447057,9.398937225341797,7.566454584463378,8.02159309387207,7.271484375,0.5259513854980469,640,480
69,fin_dataset_last/blur/train/M240TP799_CH0820211206140010_15000.jpg,1,411.6192962646485,1.74713134765625,11.595758915970363,2.9952526092529297,2531.6081200534877,6.013154983520508,2531.6081200535473,9.041309356689453,7.2836009002494375,7.634401321411133,2.6296875,0.8738040924072266,640,480
70,fin_dataset_last/blur/train/M240TP799_CH0820211206153010_8500.jpg,1,387.2294823548955,1.7476081848144531,11.8479392922567,3.0400753021240234,2608.520452581887,6.12187385559082,2608.5204525819468,8.820056915283203,7.314525910441985,6.936550140380859,2.81728515625,0.5104541778564453,640,480
71,fin_dataset_last/blur/train/M240TP799_CH0820211206110035_18500.jpg,1,521.953649446445,1.7006397247314453,10.939189462526217,3.4782886505126953,2487.2943429777333,6.173610687255859,2487.294342977758,9.138345718383789,7.255615218302416,6.431102752685547,2.570751953125,0.5047321319580078,640,480
72,fin_dataset_last/blur/train/M240TP799_CH0820211206180009_7000.jpg,1,385.5519211544036,1.38092041015625,11.671530831888415,3.292560577392578,2803.3680759034746,6.279706954956055,2803.3680759034733,8.573293685913086,7.404157361170214,6.640434265136719,3.452294921875,0.5176067352294922,640,480
73,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_15000.jpg,1,461.81249834610645,1.409769058227539,12.484661804145434,2.9582977294921875,2629.6778005399856,6.427764892578125,2629.6778005400706,8.49294662475586,7.300452950472339,6.363630294799805,2.751708984375,0.5640983581542969,640,480
74,fin_dataset_last/blur/train/M240TP799_CH0820211206103019_500.jpg,1,627.7065424518163,1.3685226440429688,12.903815795993436,2.9752254486083984,2641.948954350187,6.11567497253418,2641.948954350201,8.08405876159668,7.29299294020357,6.574392318725586,2.695263671875,0.5316734313964844,640,480
75,fin_dataset_last/blur/train/M240TP799_CH0820211206174529_7000.jpg,1,387.1033575017294,1.3818740844726562,11.515001629166868,2.9609203338623047,2754.15309006142,5.862236022949219,2754.153090061406,8.257865905761719,7.388553356979006,6.676673889160156,3.266357421875,0.5197525024414062,640,480
76,fin_dataset_last/blur/train/M240TP799_CH0820211206101539_5000.jpg,1,557.2554282574018,1.5914440155029297,12.647558449761256,3.313302993774414,2672.7537171033764,5.785942077636719,2672.7537171034064,8.429527282714844,7.295750310065177,6.229877471923828,2.675341796875,0.49304962158203125,640,480
77,fin_dataset_last/blur/train/M240TP799_CH0820211206171530_21500.jpg,1,641.1194183673435,1.3384819030761719,19.21139804921097,2.895355224609375,4078.7365801130873,6.343603134155273,4078.7365801130563,8.540153503417969,7.819123677771082,6.294965744018555,6.717822265625,0.553131103515625,640,480
78,fin_dataset_last/blur/train/M240TP799_CH0820211206143010_2500.jpg,1,495.8957942326756,1.3637542724609375,12.339500334061517,2.9234886169433594,2589.6416104834684,7.192373275756836,2589.6416104834843,8.474111557006836,7.274391128038772,6.521940231323242,2.572412109375,0.5679130554199219,640,480
79,fin_dataset_last/blur/train/M240TP799_CH0820211206154530_5500.jpg,1,383.35823548506636,1.3930797576904297,12.170389246970075,2.956390380859375,2624.8973570660155,5.766153335571289,2624.897357065988,8.104801177978516,7.330352452770825,7.433176040649414,2.849658203125,0.5307197570800781,640,480
80,fin_dataset_last/blur/train/M240TP799_CH0820211206221532_6500.jpg,1,781.6033513893024,1.5118122100830078,16.058381388623232,2.8638839721679688,3207.718921335405,5.728244781494141,3207.7189213353863,8.06427001953125,7.400288856447438,7.4558258056640625,4.53720703125,0.5133152008056641,640,480
81,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_9500.jpg,1,317.1133691323176,1.6601085662841797,12.563048027058198,3.682374954223633,2610.778242059347,5.90968132019043,2610.7782420594044,9.176015853881836,7.290028501053086,6.126642227172852,2.921875,0.5009174346923828,640,480
82,fin_dataset_last/blur/train/M240TP799_CH0820211206110035_21000.jpg,1,620.9010844560305,1.4023780822753906,13.86166654536012,3.3693313598632812,2873.9156870249226,6.473302841186523,2873.915687024837,9.006261825561523,7.353343129986104,6.099700927734375,3.18916015625,0.5118846893310547,640,480
83,fin_dataset_last/blur/train/M240TP799_CH0820211206141530_1000.jpg,1,416.23867178131735,1.3451576232910156,11.692138287611936,2.8481483459472656,2570.694789821998,7.243156433105469,2570.694789821992,9.114503860473633,7.301624885705531,6.200075149536133,2.63466796875,0.5185604095458984,640,480
84,fin_dataset_last/blur/train/M240TP799_CH0820211206170010_18000.jpg,1,330.1534527562353,1.3616085052490234,11.831732645682985,2.958536148071289,2704.461844512213,6.888389587402344,2704.461844512163,7.906198501586914,7.317494781414075,6.69407844543457,3.19580078125,0.5908012390136719,640,480
85,fin_dataset_last/blur/train/M240TP799_CH0820211206114530_19500.jpg,1,958.8925904268792,1.4014244079589844,22.37218669485943,2.965688705444336,2967.217566942708,5.675554275512695,2967.2175669426074,7.887363433837891,7.348110861501722,7.053375244140625,5.427880859375,0.5393028259277344,640,480
86,fin_dataset_last/blur/train/M240TP799_CH0820211206213012_8000.jpg,1,487.5418679440711,1.535177230834961,13.360754001327715,2.9544830322265625,2854.4843397639806,5.782127380371094,2854.4843397639834,8.367061614990234,7.4052020604849185,6.531715393066406,3.40166015625,0.5216598510742188,640,480
87,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_12000.jpg,1,474.2819133477847,1.4233589172363281,11.93651006703318,3.2062530517578125,2507.428348871466,6.168365478515625,2507.4283488715314,8.686065673828125,7.268396675366912,6.217718124389648,2.607275390625,0.5009174346923828,640,480
88,fin_dataset_last/blur/train/M240TP799_CH0820211206161502_20000.jpg,1,562.0864330338799,1.3556480407714844,13.279855935719644,2.9222965240478516,2852.053515286317,6.367683410644531,2852.0535152862676,8.407115936279297,7.336000392709415,6.211519241333008,2.968359375,0.5321502685546875,640,480
89,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_12500.jpg,1,384.3522421868218,1.3663768768310547,11.696608482184752,2.859354019165039,2737.7385996555586,5.789518356323242,2737.7385996555636,8.043289184570312,7.3510655762835135,7.025480270385742,3.382568359375,0.5145072937011719,640,480
90,fin_dataset_last/blur/train/M240TP799_CH0820211206121530_4000.jpg,1,462.0038687132092,1.6078948974609375,13.598009197660723,2.924680709838867,2629.2011601345544,5.904912948608398,2629.2011601346926,8.204221725463867,7.292535853814543,6.463527679443359,2.635498046875,0.5452632904052734,640,480
91,fin_dataset_last/blur/train/M240TP799_CH0820211206204539_6000.jpg,1,497.8783062942399,1.4681816101074219,12.795364649980126,3.6323070526123047,3039.291296138725,7.631540298461914,3039.291296138748,8.501529693603516,7.425260659190285,6.859064102172852,3.67392578125,0.530242919921875,640,480
92,fin_dataset_last/blur/train/M240TP799_CH0820211206200027_11500.jpg,1,388.55202266421855,1.4190673828125,11.000841180757478,3.069639205932617,2380.8918895290353,6.272554397583008,2380.8918895290044,8.922100067138672,7.275377696355537,7.658958435058594,2.58154296875,0.4947185516357422,640,480
93,fin_dataset_last/blur/train/M240TP799_CH0820211206124530_8000.jpg,1,547.3670932494693,1.4190673828125,13.794837420288069,2.8502941131591797,2707.9402080707428,6.438255310058594,2707.940208070679,8.333206176757812,7.300351172136739,6.280422210693359,2.79404296875,0.8831024169921875,640,480
94,fin_dataset_last/blur/train/M240TP799_CH0820211206134530_20500.jpg,1,412.3540764845848,1.4119148254394531,10.116980306708506,2.897024154663086,2409.8890996781784,5.940437316894531,2409.889099678205,8.15892219543457,7.250863167609123,6.654024124145508,2.5931640625,0.5090236663818359,640,480
95,fin_dataset_last/blur/train/M240TP799_CH0820211206163010_21000.jpg,1,527.2631518439292,1.4424324035644531,13.75870879855254,2.9959678649902344,3054.9713429509457,5.899667739868164,3054.9713429510325,8.299589157104492,7.434100468883844,6.561040878295898,4.216796875,0.5307197570800781,640,480
